codigo_postal;nombre
15562;Bañoca
15563;Canosa
15567;Abeleiral
15568;Bacelar
15569;Abelleira de Abaixo
15570;Naron
15573;Rio Do Pozo
15576;Abelleira (A)
15577;Animas
15578;Agrande
15579;Casanova
15580;Amido
15582;Devesa (A)
15587;Bazon
15590;Brion
15591;Cabana (A)
15592;Vila Da Area
15593;Barca de Arriba (A)
15595;Bustelo
15596;Barreiros
15598;Borreiros
15600;Pontedeume
15607;Allon
15608;Costa Miño
15611;Balbis
15612;Barreiras
15613;Ameneiro (O)
15615;Abeledo (O)
15616;Agra (A)
15617;Cabana
15619;Abeal
15620;Pedreira (A)
15623;Curma
15624;Ares
15625;Agarrios
15626;Franza
15627;Camiño Grande
15630;Bra
15635;Ansimonde
15637;Areosa (A)
15638;Cabo Da Aldea (O)
15639;Breanca
15640;Baldomir
15650;Aldea de Arriba
15656;Budian
15659;Brexo-Lema
15660;Cambre
15668;Armental
15669;Brille
15670;Acea de Ama
15679;Graxal (O)
15683;Bedrobe
15684;Agromayor
15685;Ar
15686;Bouzamonte
15687;Aneiro
15688;Bran
15689;Busto
15690;Allan
15701;Santiago de Compostela
15800;Melide
15805;Cepelos
15806;Acibadoiro
15808;Agro Do Chao
15809;Eirexe
15810;Arzua
15814;Campelos
15815;Aldea Do Medio
15818;Leira Longa
15819;Bosende
15820;Castiñeira Pequena (A)
15821;Astrar
15822;Bendaña
15823;Angumil
15824;Castro (O)
15826;Boente de Abaixo
15828;Calvos
15830;Negreira
15837;Almozara
15841;Arosa (A)
15845;Antes (As)
15846;Albarin
15847;Bazar
15848;Boaña de Abaixo
15850;Toxa (A)
15851;Allo (O)
15855;Carreira
15856;Berbia
15857;Atalaia (A)
15858;Abellas (As)
15859;Brandomil
15860;Cotoleira
15861;Pombal (O)
15862;Edreira
15863;Canlis
15864;Garea (A)
15865;Cantelar
15866;Adran
15870;Ameixenda
15871;Bascuas
15873;Bembibre
15874;Albaxeira
15880;Angustin
15882;Ledesma
15884;Barcavella
15886;Agromaior
15887;Amarelle
15888;Sigueiro
15894;San Sadurniño
15895;Ventin
15896;Carballal (O)
15900;Padron
15910;Agronovo
15911;Antequeira
15912;Buxan
15913;Bandon
15914;Bandin
15915;Barca
15916;Lestrove
15917;Aduana
15920;Barral
15928;Abuin
15930;Boiro
15937;Acuncheira
15938;Abanqueiro
15940;Pobra Do Caramiñal (Capit
15948;Aldeavella
15949;Areos
15950;Palmeira
15959;Carballa
15960;Martin
15965;Aguiño
15967;Casalnovo
15968;Cruxeiras
15969;Arribas
15970;Porto Do Son
15978;Belga (A)
15980;Angueira de Suso
15981;Dodriño
15982;Bexo
15983;Isorna
15984;Buia
15985;Burata (A)
15990;Armada
15991;Nine
15992;Carballal
15993;Axeitos
15994;Alboreda
15995;Abelendo
15996;Caamaño
15999;Valcunqueiro
16002;Colliga
16100;Valverde de Jucar
16111;Albaladejo del Cuende
16113;Parra de Las Vegas (La)
16114;Buenache de Alarcon
16118;Barchin del Hoyo
16120;Valera de Abajo
16122;Fresneda de Altarejos
16123;Arcas
16140;Villalba de la Sierra
16141;Arcos de la Sierra
16142;Majadas (Las)
16143;Mariana
16144;Frontera (La)
16145;Pajares
16146;Valdecabras
16150;Tragacete
16152;Beamud
16160;Palomares del Campo
16161;Torrejoncillo del Rey
16162;Horcajada de la Torre
16190;Chillaron de Cuenca
16191;Arcos de la Cantera
16192;Buenache de la Sierra
16193;Melgosa (La)
16195;Abia de la Obispalia
16196;Barbalimpia
16200;Motilla del Palancar
16210;Campillo de Altobuey
16211;Picazo (El)
16212;Pozoseco
16214;Alarcon
16215;Almodovar del Pinar
16216;Chumillas
16220;Quintanar del Rey
16230;Casas de Santa Cruz
16235;Iniesta
16236;Casas de Juan Fernandez
16237;Ledaña
16238;Casas del Olmo
16239;Casasimarro
16240;Peral (El)
16250;Castillejo de Iniesta
16251;Graja de Iniesta
16260;Minglanilla
16269;Pesquera (La)
16270;Villalpardo
16280;Villarta
16290;Herrumblar (El)
16300;Cañete
16311;Boniches
16312;Garaballa
16313;Aliaguilla
16315;Alcala de la Vega
16316;Campillos-Sierra
16317;Salinas del Manzano
16318;Casas Nuevas
16320;Talayuelas
16321;Casillas de Ranera
16330;Landete
16336;Olmeda (La)
16337;Moya
16338;Algarra
16339;Graja de Campalbo
16340;Cañada del Hoyo
16350;Carboneras de Guadazaon
16360;Arguisuelas
16370;San Martin de Boniches
16371;Narboneta
16372;Enguidanos
16373;Cardenete
16390;Pajaron
16400;Tarancon
16410;Horcajo de Santiago
16411;Fuente de Pedro Naharro
16412;Acebron (El)
16413;Torrubia del Campo
16414;Pozorrubio
16415;Villamayor de Santiago
16417;Hinojosos (Los)
16420;Almendros
16421;Hontanaya
16422;Tresjuncos
16423;Osa de la Vega
16430;Saelices
16431;Almonacid del Marquesado
16432;Rozalen del Monte
16433;Alconchel de la Estrella
16434;Montalbanejo
16435;Hinojosa (La)
16440;Montalbo
16441;Hito (El)
16442;Villares del Saz
16444;Cervera del Llano
16460;Barajas de Melo
16461;Leganiel
16463;Saceda-Trasierra
16464;Alcazar del Rey
16465;Huelves
16470;Ballestar (El)
16500;Huete
16510;Garcinarro
16512;Buendia
16520;Moncalvillo del Huete
16521;Valdemoro del Rey
16522;Portalrubio de Guadamejud
16532;Gascueña
16535;Villalba del Rey
16537;Alcohujate
16540;Bonilla
16541;Castillejo del Romeral
16542;Cuevas de Velasco
16550;Langa (La)
16555;Carrascosa del Campo
16600;San Clemente
16610;Casas de Fernando Alonso
16611;Casas de Haro
16612;Casas de Los Pinos
16620;Alberca de Zancara (La)
16621;Santa Maria del Campo Rus
16622;Pinarejo
16623;Castillo de Garcimuñoz
16630;Mota del Cuervo
16638;Pedernoso (El)
16639;Santa Maria de Los Llanos
16640;Belmonte
16646;Villalgordo Marquesado
16647;Fuentelespino de Haro
16648;Villar de la Encina
16649;Carrascosa de Haro
16650;Mesas (Las)
16660;Pedroñeras (Las)
16670;Provencio (El)
16700;Sisante
16707;Carmen (El)
16708;Casas de Guijarro
16709;Simarro (El)
16710;Atalaya del Cañavate
16730;Honrubia
16738;Cañavate (El)
16739;Torrubia del Castillo
16740;Almarcha (La)
16760;Olivares de Jucar
16770;S Lorenzo de la Parrilla
16771;Villarejo-Periesteban
16779;Belmontejo
16780;Altarejos
16800;Priego
16812;Albendea
16813;Salmeroncillos de Abajo
16840;Villar de Domingo Garcia
16841;Albalate de Las Nogueras
16842;Torralba
16843;Bolliga
16850;Cañaveras
16851;Buciegas
16852;Olmeda de la Cuesta
16853;Olmedilla de Eliz
16854;Castillo-Albarañez
16855;Arrancacepas
16856;Castejon
16857;Canalejas del Arroyo
16860;Villaconejos de Trabaque
16870;Beteta
16878;Lagunaseca
16879;Tobar (El)
16891;Cañizares
16892;Puente de Vadillos
16893;Solan de Cabras
17001;Girona
17003;La Creu de Palau
17007;Domeny
17100;Bisbal D'Emporda (La)
17110;Fonteta
17111;Bordeta (La)
17113;Canapost
17114;Ullastret
17116;Cruilles
17117;Sant Miquel de Cruilles
17118;Sant Sadurni
17120;Pedrinya
17121;Cassa de Pelras
17123;Torrent
17124;Llofriu
17130;Empuries
17132;Cuells
17133;Sala (La)
17134;Canet de la Tallada
17135;Tor
17136;Albons
17137;Pelacalç
17140;Torroella de Montgri
17141;Bellcaire D'Emporda
17142;Verges
17143;Jafre
17144;Colomers
17151;Ginestar
17152;Llora
17153;Granollers de Rocacorba
17154;Sant Esteve de Llemena
17160;Angles
17161;Mines D'Osor (Les)
17162;Bescano
17163;Vilanna
17164;Constantins
17165;Pasteral (El)
17170;Amer
17171;La Barroca
17172;Encies (Les)
17173;Cogolls
17174;Bastons
17177;Dreta del Fluvia
17178;Bellaire
17179;Bac D'En Deu
17180;El Perelló
17181;Aiguaviva
17182;Estanyol
17183;Sant Dalmai
17184;Salitja
17190;Salt
17199;Adri
17200;Bruguerol
17212;Tamariu
17213;Esclanya
17214;Regencos
17220;Casa Nova
17230;Cala Margarida
17240;Canyera (La)
17241;Creueta (La)
17242;Castellar de la Selva
17243;Veinat D'Erols
17244;Cassa de la Selva
17245;Bell-Lloc
17246;Bufaganyes
17248;S'Agaro
17249;Castell D'Aro
17250;Platja D'Aro
17251;Cabanyes
17252;Sant Antoni de Calonge
17255;Begur
17256;Fontclara
17257;Fontanilles
17258;Estartit (L')
17300;Blanes
17310;Alegries (Les)
17320;Palamós
17400;Breda
17401;Arbucies
17402;Joanet
17403;Sant Hilari Sacalm
17404;Bosc de la Batlloria
17405;Espinelves
17406;Corts (Les)
17410;Sils
17411;Aiguaviva Parc
17412;Coma Juliana
17420;Vallcanera - Veinat
17421;Raval de L'Esparra
17430;Santa Cristina
17441;Brunyola
17450;Hostalric
17451;Gaserans
17452;Massanes
17454;Sant Andreu Salou
17455;Caldes de Malavella
17457;Riudellots de la Selva
17458;Fornells de la Selva
17459;Campllong
17460;Celra
17461;Campdora
17462;Bordils
17463;Flaça
17464;Cervia de Ter
17465;Camallera
17466;Garrigoles
17467;Sant Mori (Generic)
17468;Orriols
17469;El Far D'Emporda
17470;Sant Pere Pescador
17472;L'Armentera
17473;Montiro
17474;Bomba (La)
17475;Sant Miquel de Fluvia
17476;Arenys D'Emporda
17480;Canyelles-Almadrava-P.rom
17481;Medinya
17483;Bascara
17484;Palol
17485;Vila-Sacra
17486;Empuriabrava
17488;Cadaques
17489;Erola
17490;Valleta (La)
17491;Peralada
17492;Vilanova de la Muga
17493;Marza
17494;Pau
17495;Palau-Saverdera
17496;Colera
17497;Portbou
17500;Brucs
17512;Les Llosses
17513;Viladonja
17515;Ciuret
17520;Guingueta
17527;Cereja
17528;Guils de Cerdanya
17529;Age
17530;Campdevanol
17531;Sant Cristofol
17532;La Farga de Bebie
17534;Baell
17535;Aspre
17536;Dorria
17537;La Molina
17538;Alp
17539;Raval del Castell
17600;Figueres
17700;Borrassa
17706;Pont de Molins
17707;Agullana
17708;Cantallops
17709;Canadal
17720;Arnera
17721;Les Creus
17723;Boadella
17730;Hostalets
17731;Guardia (La)
17732;Sant Llorenç de la Muga
17733;Albanya
17734;Carbonills
17740;Les Forques
17741;Cistella
17742;Avinyonet de Puigventos
17743;Vilanant
17744;Canelles - Caseriu
17745;Llado
17746;Cabanelles
17750;Buscaros
17751;Base Militar
17752;Casaloca
17753;Espolla
17754;Rabos
17755;Delfia
17760;Vilabertran
17761;Aigueta
17762;Masarac
17771;Santa Llogaia D'Alguema
17772;Ordis
17773;Pontos Poblacio
17780;Garriguella
17781;Vilamaniscle
17800;Olot
17811;Arcs (Els)
17812;Batet
17813;Sant Marti del Clot
17820;Banyoles
17830;Burgueroles
17831;Briolf
17832;Crespia
17833;La Farres
17834;Sant Vicenç de Camos
17840;Sarria de Ter
17843;Sant Marti de la Mota
17846;Mata
17850;Besalu
17851;Seguero
17852;Serinya
17853;Argelaguer
17855;Montagut
17856;Castellfollit de la Roca
17857;Beguda
17858;Canya (La)
17860;Baga-Amunt
17861;Ogassa
17862;Baga Amunt (La)
17864;Sant Pau de Seguries
17865;La Ral
17867;Bolos
17868;Can Sola
17869;Espinalba
18002;Bobadilla
18010;Alqueria del Fargue
18014;Cerrillo de Maracena
18100;Armilla
18101;Belicena
18102;Ambroz
18110;Gabia Chica
18120;Alhama de Granada
18126;Arenas del Rey
18127;Fornes
18128;Pilas de Algaida
18130;Escuzar
18131;Acula
18132;Agron
18140;Cumbres Verdes
18150;Gojar
18151;Ogijares
18152;Dilar
18160;Guejar-Sierra
18170;Alfacar
18179;Fuente Grande
18180;Diezma
18181;Darro
18183;Huetor-Santillan
18184;Beas de Granada
18185;Molinillo (El)
18190;Cenes de la Vega
18192;Dudar
18193;Barrio de la Vega
18194;Churriana de la Vega
18195;Cullar Vega
18196;Sierra Nevada
18197;Pulianas
18198;Huetor-Vega
18199;Cajar
18200;Maracena
18210;Peligros
18211;Cogollos Vega
18212;Güevéjar
18213;Jun
18214;Nivar
18220;Albolote
18230;Atarfe
18240;Alitaje
18247;Moclin
18248;Olivares
18249;Limones
18250;Rambla de Los Lobos
18260;Alhondiguilla (La)
18270;Fortaleza
18280;Algarinejo
18290;Chaparral (El)
18291;Anzola
18292;Pedro Ruiz
18293;Escoznar
18295;Fuentes de Cesna
18300;Arenales (Los)
18310;Salar
18311;Ventorros de San Jose
18312;Ventorros de Balerma
18313;Riofrio
18314;Palma (La)
18320;Santa Fe
18327;Lachar
18328;Peñuelas
18329;Castillo de Tajarja
18330;Sierra Elvira
18339;Cijuela
18340;Fuente Vaqueros
18350;Alomartes
18360;Calardos
18369;Villanueva Mesia
18370;Loreto
18380;Tocon
18400;Cerro Negro
18410;Cañadillas (Las)
18411;Pampaneira
18412;Bubion
18413;Capileira
18414;Ferreirola
18415;Portugos
18416;Busquistar
18417;Trevelez
18418;Cañar
18420;Lanjaron
18430;Torvizcon
18438;Almegijar
18439;Castaras
18440;Cadiar
18448;Narila
18449;Cuesta de Almendros
18450;Golco
18451;Alcutar
18452;Juviles
18460;Mecina Bombaron
18470;Mecina Alfahar
18480;Canteras (Las)
18490;Murtas
18491;Casimiros (Los)
18492;Cojayar
18493;Laroles
18494;Cherin
18500;Estacion de Guadix
18510;Benalúa
18511;Alcudia de Guadix
18512;Dolar
18513;Ferreira
18514;Aldeire
18515;Fonelas
18516;Beas de Guadix
18517;Baños (Los)
18518;Albuñan
18519;Paulenca
18520;Alamedilla
18530;Pedro-Martinez
18538;Alicun de Ortega
18539;Villanueva de Las Torres
18540;Delgadillo
18550;Barcinas
18560;Guadahortuna
18561;Montejicar
18562;Bogarre
18563;Gobernador
18564;Colomera
18565;Campotejar
18566;Benalua de Las Villas
18567;Cotilfar
18569;Montillana
18570;Deifontes
18600;Garnatilla (La)
18610;Lobres
18611;Molvizar
18612;Itrabo
18614;Castell de Ferro
18615;Gorgoracha (La)
18620;Alhendin
18630;Otura
18640;Padul
18650;Durcal
18656;Chite
18657;Acequias
18658;Melegis
18659;Albuñuelas
18660;Beznar
18680;Caleta-Guardia (La)
18690;Almuñecar
18697;Herradura (La)
18698;Otivar
18699;Jete
18700;Albuñol
18708;Albondon
18710;Alcazar
18711;Barranco Ferrer
18713;Melicena
18730;Calahonda
18740;Romeral (El)
18750;Castillo de Baños
18760;Rabita (La)
18800;Baza
18810;Caniles
18811;Carramaiza
18812;Freila
18813;Cuevas del Campo
18814;Cortes de Baza
18815;Campo Camara
18816;Almontaras
18817;Benamaurel
18818;Carriones (Los)
18819;Balax
18820;Almaciles
18840;Buenavista
18850;Cullar
18858;Fuente Nueva
18859;Pulpite
18860;Baul
18870;Cenascuras
18880;Hernan-Valle
18890;Gorafe
18891;Pozo Iglesias
19001;Guadalajara
19110;Mondejar
19111;Yebra
19112;Albares
19113;Fuentenovilla
19114;Mazuecos
19115;Almoguera
19116;Driebes
19117;Albalate de Zorita
19118;Almonacid de Zorita
19119;Nueva Sierra de Altomira
19120;Sacedon
19125;Alcocer
19126;Salmeron
19127;Castilforte
19128;Chillaron del Rey
19129;Alique
19130;Auñon
19131;Entrepeñas
19132;Alhondiga
19133;Alocen
19134;Peñalver
19135;Armuña de Tajuña
19139;Valdeluz
19140;Horche
19141;Aranzueque
19142;Lupiana
19143;Duron
19144;Fuentelencina
19145;Renera
19150;Iriepal
19151;Centenera
19152;Aldeanueva de Guadalajara
19153;Atanzon
19160;Albolleque
19161;Pozo de Guadalajara
19162;Pioz
19170;Casar (El)
19171;Cabanillas del Campo
19174;Galapagos
19180;Marchamalo
19181;Usanos
19182;Fuentelahiguera Albatages
19184;Casa de Uceda
19185;Mesones
19186;Cubillo de Uceda (El)
19187;Caraquiz
19190;Casasola
19192;Gajanejos
19193;Taracena
19194;Valdenoches
19196;Argecilla
19197;Cañizar
19198;Tortola de Henares
19200;Azuqueca de Henares
19208;Alovera
19209;Quer
19210;Yunquera de Henares
19219;Malaga del Fresno
19220;Humanes
19222;Tamajon
19223;Campillejo
19224;Matallana
19225;Mierla (La)
19226;Razbona
19227;Alarilla
19229;Torrebeleña
19230;Cogolludo
19237;Arbancon
19238;Huerce (La)
19239;Aleas
19240;Jadraque
19242;Hiendelaencina
19243;Bustares
19244;Aldeanueva de Atienza
19245;Angon
19246;Casas de San Galindo
19247;Bujalaro
19248;Hita
19250;Siguenza
19260;Alcolea del Pinar
19261;Cortes de Tajuña
19262;Estriegana
19263;Bujarrabal
19264;Alboreca
19265;Matas
19266;Olmeda de Jadraque (La)
19267;Cabrera (La)
19268;Algora
19269;Rienda
19270;Atienza
19273;Pradena de Atienza
19274;Alpedroches
19275;Albendiego
19277;Alcolea de Las Peñas
19278;Bodera (La)
19280;Maranchon
19281;Balbacil
19282;Aguilar de Anguita
19283;Anguita
19284;Garbajosa
19285;Ciruelos del Pinar
19286;Tobillos
19287;Anquela del Ducado
19290;Fontanar
19292;Copernal
19294;Castejon de Henares
19295;Baides
19300;Molina
19310;Alcoroches
19311;Orea
19312;Pinilla de Molina
19313;Peralejos de Las Truchas
19314;Taravilla
19315;Megina
19320;Alustante
19321;Motos
19323;Tordesilos
19324;Setiles
19325;Adobes
19326;Pobo de Dueñas (El)
19327;Pedregal (El)
19328;Castellar de la Muela
19332;Algar de Mesa
19333;Labros
19334;Aragoncillo
19336;Pardos
19337;Torrubia
19338;Tortuera
19339;Embid
19340;Rillo de Gallo
19341;Corduente
19342;Herreria
19343;Canales de Molina
19345;Torremocha del Pinar
19346;Selas
19350;Anchuela del Pedregal
19351;Tordelpalo
19352;Prados Redondos
19353;Chera
19355;Otilla
19357;Anquela del Pedregal
19360;Campillo de Dueñas
19361;Yunta (La)
19362;Cubillejo de la Sierra
19363;Cubillejo del Sitio
19390;Baños de Tajo
19391;Castilnuevo
19392;Castellote
19400;Brihuega
19410;Romancos
19411;Archilla
19412;Fuentes de la Alcarria
19413;Castilmimbre
19420;Cifuentes
19428;Moranchel
19429;Huetos
19431;Canredondo
19432;Abanades
19441;Huertahernando
19442;Ablanque
19443;Cobeta
19444;Olmeda de Cobeta
19445;Padilla del Ducado
19450;Trillo
19458;Instituto Leprologico
19459;Picazo
19460;Villanueva de Alcoron
19461;Armallones
19462;Peñalen
19463;Poveda de la Sierra
19490;Alaminos
19491;Henche
19492;Arbeteta
19493;Peralveche
19495;Zaorejas
19680;Salobreña
20001;Donostia-San Sebastian
20008;Igeldo
20009;Añorga
20014;Landarbaso
20100;Lezo
20110;Pasai Antxo
20115;Astigarraga
20120;Akerregi
20128;Eziago
20130;Urnieta
20140;Andoain
20150;Aduna
20159;Asteasu
20160;Zubieta
20170;Aginaga
20180;Arragua
20200;Aratz-Matxinbenta
20210;Lazkao
20211;Aia
20212;Olaberria
20213;Idiazabal
20214;Zerain
20215;Arrietas
20216;Ormaiztegi
20217;Alegia
20218;Matximenta
20220;Brinkola
20230;Legazpi
20240;Ordizia
20247;Zaldibia
20248;Arama
20249;Itsasondo
20250;Legorreta
20259;Baliarrain
20267;Ikaztegieta
20268;Altzo
20269;Abaltzisketa
20270;Anoeta
20271;Irura
20280;Akartegi
20300;Jaitzubia
20301;Irun
20305;Bidasoa
20490;Lizartza
20491;Belauntza
20492;Berastegi
20493;Eldua
20494;Alkiza
20495;Albiztur
20496;Bidania
20500;Bedoña
20509;Garagartza
20530;Marin
20540;Apotzaga
20550;Aozaratza
20560;Berezao
20567;Arantzazu
20568;Araotz
20569;Garagaltza
20570;Basalgo
20577;Antzuola
20578;Angiozar
20580;Osintxu
20590;Soraluze/Placencia de Las
20690;Elgeta
20700;Urretxu
20709;Itsaso-Alegia
20720;Arrietamendi
20730;Azpeitia
20737;Artzailuz
20739;Beizama
20740;Zestoa
20749;Aizarnazabal
20750;Oikia
20800;Aitza
20808;Askizu
20809;Altzola
20810;Arratola Aldea
20820;Deba
20829;Itziar
20830;Astigarribia
20850;Azpilgoeta
20860;Alzola
20870;Elgoibar
21000;Huelva
21009;Isla de Canela
21100;Aljaraque
21120;Corrales
21130;Mazagon
21193;Navatejera
21200;Aracena
21207;Umbria (La)
21209;Jabuguillo
21210;Zufre
21220;Higuera de la Sierra
21230;Corte (La)
21240;Aroche
21250;Rosal de la Frontera
21260;Santa Olalla del Cala
21270;Cala
21280;Arroyomolinos de Leon
21290;Aguafria
21291;Navahermosa
21292;Castaño del Robledo
21300;Calañas
21309;Sotiel Coronada
21319;Perrunal
21320;Cerro de Andevalo (El)
21330;Cueva de la Mora
21340;Alajar
21342;Acebuche
21350;Almonaster la Real
21359;Molares
21360;Repilado (El)
21380;Cumbres Mayores
21386;Cumbres de San Bartolome
21387;Cumbres de Enmedio
21388;Cañaveral de Leon
21390;Encinasola
21400;Ayamonte
21410;Isla-Cristina
21420;Fotea
21449;Antilla (La)
21450;Cartaya
21500;Gibraleon
21510;San Bartolome de la Torre
21520;Alosno
21550;Herrerias (Las)
21560;Paymogo
21570;Santa Barbara de Casa
21580;Mustio (El)
21590;Villablanca
21591;San Silvestre de Guzman
21592;Villanueva de Las Cruces
21593;Almendro (El)
21594;Granado (El)
21595;Sanlucar de Guadiana
21600;Valverde del Camino
21609;Fuente de la Corcha
21610;Bermejal
21630;Beas
21639;Candon
21640;Delgadas (Las)
21646;Concepcion
21647;Berrocal
21649;Traslasierra
21660;Minas de Riotinto
21667;Alto de la Mesa
21668;Campofrio
21669;Dehesa
21670;Nerva
21700;Palma del Condado (La)
21720;Rociana del Condado
21730;Almonte
21739;Bodegones (Los)
21740;Hinojos
21760;Torre Higuera O Matalasca
21800;Madres del Avitor (Las)
21810;Palos de la Frontera
21819;Rabida (La)
21820;Lucena del Puerto
21830;Bonares
21840;Lavapies
21850;Villarrasa
21860;Villalba del Alcor
21870;Aldea de Tejada
21880;Paterna del Campo
21890;Manzanilla
21891;Chucena
22000;Huesca
22100;Sangarren
22110;Salillas
22111;Monflorite
22112;Albero Alto
22113;Novales
22120;Sietamo
22121;Arbanies
22122;Velillas
22123;Angues
22124;Lascellas
22125;Laluenga
22126;Laperdiguera
22130;Peralta de Alcofea
22131;Berbegal
22132;Barbuñales
22133;Bespen
22134;Torres de Montes
22135;Alcala del Obispo
22140;Ayera
22141;Morrano
22142;Casbas de Huesca
22143;Abiego
22144;Almunias de Rodellar
22145;Alquezar
22146;Buera
22147;Alberuela de la Liena
22148;Almazorre
22149;Santa Maria de la Nuez
22150;Arguis
22160;Bolea
22161;Lierta
22162;Anies
22190;Vicien
22191;Quicena
22192;Barluenga
22193;Igries
22194;Alerre
22195;Apies
22196;Bellestar del Flumen
22197;Cuarte
22200;Lamasadera
22210;Huerto
22211;Uson
22212;Alberuela de Tubo
22213;Orillena
22214;Lalueza
22215;Castelflorite
22216;Cantalobos
22220;Albalatillo
22221;Pallaruelo de Monegros
22222;Castejon de Monegros
22223;Valfarta
22225;Callen
22230;Sena
22231;Villanueva de Sigena
22232;Ontiñena
22233;Chalamera
22234;Ballobar
22240;Tardienta
22250;Lanaja
22251;Alcubierre
22252;Robres
22253;Senes de Alcubierre
22254;Torralba de Aragon
22255;Albero Bajo
22260;Grañen
22268;Fraella
22269;Frula
22270;Almudevar
22280;Gurrea de Gallego
22281;Paul (La)
22282;Alcala de Gurrea
22283;Tormos
22300;Barbastro
22310;Castejon del Puente
22311;Azara
22312;Coscojuela de Fantova
22313;Castillazuelo
22314;Salas Altas
22315;Burceat
22320;Suelves
22330;Ainsa
22336;Charo
22337;Lascorz
22338;Araguas
22339;Banaston
22340;Boltaña
22347;Ascaso
22348;Campodarbe
22349;Margudgued
22350;Bielsa
22351;Espierba
22360;Labuerda
22361;Casal (El)
22362;Bestue
22363;Belsierre
22364;Hospital
22365;Chisagues
22366;Saravillo
22367;Gistain
22370;Broto
22371;Albella
22372;Asin de Broto
22373;Bergua
22374;Sarvise
22375;Buesa
22376;Torla
22377;Fragen
22378;Linas de Broto
22390;Artasona
22391;Torreciudad
22392;Abizanda
22394;Mediano
22395;Camporrotuno
22410;Alcolea de Cinca
22411;Santalecina
22412;Estiche de Cinca
22413;Pomar de Cinca
22414;Conchel
22415;Fornillos
22416;Alfantega
22417;Ariestolas
22420;Almunia de San Juan
22421;Alins del Monte
22422;Fonz
22423;Estadilla
22424;Estada
22430;Graus
22435;Puebla de Castro (La)
22436;Bellestar
22437;Abenozas
22438;Salinas de Trillo
22439;Olvena
22440;Benasque
22449;Cerler
22451;Beleder
22452;Colladas (Las)
22460;Besians
22461;Aguilar
22462;Bacamorta
22463;Abi
22464;Barbaruens
22465;Liri
22466;Arasan
22467;Ramastue
22468;Sahun
22469;Anciles
22470;Bisaurri
22471;Abella
22473;Alins
22480;Capella
22481;Guel
22482;Esdolomada
22483;Riguala de Serraduy
22484;Villacarli
22485;Calvera
22486;Bonansa
22487;Aneto
22500;Binefar
22510;Binaced
22511;Valcarca
22512;San Esteban de Litera
22513;Calasanz
22520;Fraga
22528;Velilla de Cinca
22529;Miralsot
22530;Zaidin
22531;Almudafar
22532;Osso de Cinca
22533;Belver de Cinca
22534;Albalate de Cinca
22535;Esplus
22536;Monte Julia
22540;Altorricon
22550;Algayon
22558;Albelda
22560;Alcampell
22569;Baells
22570;Camporrells
22571;Baldellou
22572;Castillonroy
22580;Benabarre
22583;Aren
22584;Montañana
22585;Barcabo
22586;Lascuarre
22587;Laguarres
22588;Aguinaliu
22589;Aler
22590;Torrente de Cinca
22591;Candasnos
22592;Peñalba
22600;Campares
22609;Aurin
22610;Allue
22611;Fanlillo
22612;Acumuer
22613;Javierre del Obispo
22620;Abena
22621;Leres
22622;Nocito
22623;Aineto
22624;Caldearenas
22625;Aquilue
22630;Biescas
22636;Escuer
22637;Barbenuta
22638;Aso de Sobremonte
22640;Formigal
22650;Baños de Panticosa
22660;Escarrilla
22661;Panticosa
22662;Hoz de Jaca
22663;Tramacastilla de Tena
22664;Sandinies
22665;Piedrafita de Jaca
22666;Larrede
22700;Atares
22710;Castiello de Jaca
22711;Bernues
22712;Abay
22714;Baraguas
22715;Ascara
22720;Hecho
22725;Anso
22729;Fago
22730;Aragues del Puerto
22731;Jasa
22732;Urdues
22740;Embun
22750;Javierregay
22751;Arres
22752;Santa Cilia
22753;Puente la Reina de Jaca
22760;Alastuey
22761;Larues
22770;Berdun
22771;Majones
22772;Martes
22773;Binies
22790;Siresa
22792;Santa Cruz de la Seros
22800;Ayerbe
22807;Losanglis
22808;Aguero
22809;Fontellas
22811;Lupiñen
22820;Peña Estacion (La)
22821;Rasal
22822;Salinas de Jaca
22830;Anzanigo
22850;Jarlata
22860;Aisa
22870;Villanua
22880;Canfranc-Estacion
22888;Canfranc
22889;Candanchu
23001;Jaen
23002;Caño Quebrado
23006;Imora (La)
23100;Mancha Real
23110;Pegalajar
23120;Cambil
23130;Campillo de Arenas
23140;Hoya del Salobral
23150;Papel (El)
23159;Chircales
23160;Villares (Los)
23170;Guardia de Jaen (La)
23180;Fuerte del Rey
23190;Cerradura (La)
23191;Carchel
23193;Arbuniel
23194;Jabalcuz
23196;Otiñar O Santa Cristina
23200;Carolina (La)
23210;Adelfar
23211;Acebuchar (El)
23212;Navas de Tolosa
23213;Santa Elena
23215;Aldeaquemada
23220;Encinares (Los)
23230;Arquillos
23239;Porrosillo (El)
23240;Navas de San Juan
23250;Santisteban del Puerto
23260;Castellar
23264;Chiclana de Segura
23265;Venta de Los Santos
23266;Montizon
23267;Aldeahermosa
23268;Mochuelos (Los)
23270;Sorihuela del Guadalimar
23280;Beas de Segura
23289;Cañada Catena
23290;Cerezo (El)
23291;Agracea (La)
23292;Hornos
23293;Cañada Morales
23294;Juntas (Las)
23295;Arroyo Canales
23296;Marchena
23297;Casicas del Rio Segura
23298;Gorgollitas (Las)
23300;Arroturas
23310;Mogon
23311;Agrupacion de Santo Tome
23312;Agrupacion de Mogon
23314;Solana de Torralba
23315;Herrera-Puente Condado
23320;Aguasblanquillas
